random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,objective,dataset
0.10773041409152356,0.9483131948264185,48,BottomUpRandomBinaryGenerator,0.28880976854169593,0.6713501762403956,0.5587710419256677,94.27188079253722,2020-rfp_0
