random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,log_filtering,objective,dataset
0.41783324714287134,0.8187493555656555,40,InductiveNoiseInjectionGenerator,0.2852989098110776,0.1175117323080816,0.04758476871858855,0.07757761355006144,70.27301008719502,Nasa_0
