random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,objective,dataset
0.08557062847800564,0.44599938826034574,46,FootprintGuidedSequentialGenerator,0.21256366416878414,0.9079792748852233,0.7698762222227802,80.33410477045541,2020-pl_0
