random_creation_rate,mutation_rate,crossover_rate,elite_rate,population_size,percentage_of_log,generator,mutator,tournament_size,objective
0.5468833070521424,0.24256725649225175,0.945276410790016,0.740169679826148,25,0.37388580274850597,Buttom,Tournament,0.482010192712505,180.31812093236954
0.27396822100707763,0.24256833842517123,0.5393387508129726,0.22182933547985373,45,0.3314982252135977,Buttom,NonTournament,,176.52918044459014
0.6120368084981278,0.4113074587164961,0.9807239175380178,0.6270374171975085,44,0.3013918712067527,Buttom,NonTournament,,179.63233134159265
0.8848895451484564,0.8979705148706207,0.08772587351554106,0.07328772102722003,56,0.08946146145867982,Buttom,Tournament,0.34671766907921636,176.52918044459014
0.9694836968618932,0.0789384223205507,0.6005455878638273,0.09375533294075367,91,0.2654377429132199,Sequential,NonTournament,,179.3282291223593
