random_creation_rate,mutation_rate,crossover_rate,elite_rate,population_size,percentage_of_log,generator,mutator,log_filtering
0.019132300011790924,0.8677916440719196,0.3741045790050315,0.31502212661512324,32,0.22147542851738136,Injection,NonTournament,0.026817932672967698
