random_creation_rate,elite_rate,population_size,percentage_of_log,generator,mutator,mutation_rate,crossover_rate,objective,dataset
0.11050009441088667,0.8099623004196971,30,0.11046115161887773,FootprintGuidedSequentialGenerator,NonTournament,0.4772160831385712,0.4369786209665365,43.12391501505999,2015-1_0
