random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,objective,dataset
0.018832605237596407,0.5213494384358481,40,BottomUpRandomBinaryGenerator,0.27384132343775697,0.9723745595528873,0.9847848492277456,93.74584413364039,2020-ptc_0
