random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,objective,dataset
0.0037464486750403807,0.24026233952557452,56,FootprintGuidedSequentialGenerator,0.24616096377678257,0.7671568405391695,0.8669604093317366,95.70106296453855,2013-i_0
