random_creation_rate,elite_rate,population_size,percentage_of_log,generator,mutator,mutation_rate,crossover_rate,objective,dataset
0.10970799960766275,0.5630936401485626,56,0.27161100416136463,FootprintGuidedSequentialGenerator,NonTournament,0.9570851211185916,0.8145159477110869,43.30862380147255,2015-4_0
