random_creation_rate,elite_rate,population_size,percentage_of_log,generator,mutator,tournament_size,tournament_rate,tournament_mutation_rate,objective,dataset
0.3779154551381269,0.7821314551120517,52,0.24844564469671815,FootprintGuidedSequentialGenerator,Tournament,0.10589181129040925,0.6701733161903018,0.7543740751932293,42.0159396372035,2015-2_0
