random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,objective,dataset
0.6595642674001615,0.22866566846428157,39,BottomUpRandomBinaryGenerator,0.14281790487931573,0.8593179962361761,0.8657232728616838,96.34227682623752,2013-op_0
