random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,log_filtering,objective,dataset
0.03702578306453175,0.4223250831680412,47,InductiveNoiseInjectionGenerator,0.2630269346077433,0.38069076078599956,0.7094612860378964,0.05888616500479945,95.8625278275762,RTF_0
