random_creation_rate,mutation_rate,crossover_rate,elite_rate,population_size,percentage_of_log,generator,mutator,objective,tournament_size
0.009861687888804482,0.30851322448387375,0.2527767042987442,0.46153816113035473,76,0.010879168103688918,Buttom,NonTournament,172.87821826197694,
0.6474143368694976,0.1867884057383462,0.2691056800749967,0.3985510692094353,64,0.03593704182179164,Sequential,Tournament,166.14913292951098,0.3950256491800735
0.9772093938871305,0.8389048199548303,0.2379606598383196,0.5331796170252957,82,0.1369334225643714,Buttom,NonTournament,161.64194053276748,
0.24811386515893552,0.8216344010052374,0.5034150441502446,0.14973372515122296,61,0.07726986403592695,Sequential,NonTournament,164.6719669641387,
0.6220024859512625,0.08547370812830724,0.22216184069128808,0.21645978552654999,20,0.4936140478348305,Sequential,NonTournament,154.54510090293286,
