random_creation_rate,mutation_rate,crossover_rate,elite_rate,population_size,percentage_of_log,generator,mutator,tournament_size,objective
0.0023159727043573497,0.5787433072889271,0.4100076697143067,0.7675501276468284,27,0.23049303018352138,Buttom,Tournament,0.39591912397128504,132.98654999626015
0.004770227385830661,0.2461368241865356,0.9354897006700936,0.10430155721939616,27,0.3661672364543178,Sequential,NonTournament,,133.22941099736147
0.0575775915401352,0.2454305233803813,0.7696077269721724,0.4202524637576861,77,0.35873334889844655,Sequential,Tournament,0.4787528790114839,142.08741221621324
0.13933102526420826,0.9161123031458439,0.17503340736471273,0.2935619755394393,84,0.3426357739017403,Sequential,Tournament,0.4842734291019129,139.31099896616848
0.9959570777215133,0.6535307189362144,0.05136933659224807,0.35803383526871213,70,0.2695183243317742,Buttom,NonTournament,,138.63699211257205
