random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,log_filtering,objective,dataset
0.010544201155292213,0.8891092415886873,37,InductiveNoiseInjectionGenerator,0.18367332545791495,0.9825154864897769,0.9733079674578718,0.002485780772915355,89.25685222732051,2012_0
