random_creation_rate,mutation_rate,crossover_rate,elite_rate,population_size,percentage_of_log,generator,mutator,objective,dataset,tournament_size
0.08585518510038004,0.7368440349325485,0.7203042473769778,0.9686868734867361,70,0.4985977575396365,Sequential,NonTournament,173.60235797696362,BPI_Challenge_2013_open_problems_0,
0.7110269133875126,0.025661120485235278,0.6574875972068391,0.09676239680364895,34,0.24582248536789625,Sequential,Tournament,171.09919065495194,BPI_Challenge_2013_open_problems_1,0.4782128136697358
