random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,log_filtering,objective,dataset
0.21194233964441456,0.2897428660091965,47,InductiveNoiseInjectionGenerator,0.1788307285096315,0.928801399484426,0.8312827817713918,0.07622666548557244,94.69266470281623,2020-dd_0
