random_creation_rate,mutation_rate,crossover_rate,elite_rate,population_size,percentage_of_log,generator,mutator,tournament_size,objective,dataset
0.7185590412858771,0.8053401345828806,0.3923850861685775,0.6187674708572207,20,0.21129567502858013,Buttom,Tournament,0.4584383686294455,163.18494708389872,BPI_Challenge_2013_closed_problems_0
0.5996577138048673,0.5814942463884769,0.77633757736036,0.8297954420688691,58,0.34995617558904546,Sequential,Tournament,0.33102567719929393,163.64326746339765,BPI_Challenge_2013_closed_problems_1
