random_creation_rate,elite_rate,population_size,percentage_of_log,generator,mutator,mutation_rate,crossover_rate,objective,dataset
0.3293200882073366,0.6016664231744543,51,0.2100581465036753,FootprintGuidedSequentialGenerator,NonTournament,0.46069963665149793,0.4867172919445024,43.12278904308119,2015-5_0
