random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,log_filtering,objective,dataset
0.36173837450056034,0.48881456815433333,56,InductiveNoiseInjectionGenerator,0.26937859808867426,0.17111732592848664,0.3375295961409265,0.006057954173099839,68.18725526584025,2019_0
