random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,log_filtering,objective,dataset
0.8991016918283222,0.07033827748712199,52,InductiveNoiseInjectionGenerator,0.25148438589531896,0.9683011119286026,0.8961373506899141,0.05750732154828113,96.1607728167027,2013-cp_0
