random_creation_rate,elite_rate,population_size,generator,tournament_size,tournament_rate,tournament_mutation_rate,objective,dataset
0.0473986593913063,0.8574913171195075,23,FootprintGuidedSequentialGenerator,0.2443953568323953,0.9211369937264278,0.8927440782659939,90.45070367423017,2020-id_0
