Dataset,Discovery Method,Model,Log Fitness,Precision,F1 Score,Objective Fitness,Generalization,Simplicity,Time (s)
Sepsis,GTM-10,0,0.9730063140838032,0.9938476100331283,0.9833165421611055,92.1622435776095,0.9123017735767452,0.6310679611650485,10.011462926864624
Sepsis,GTM-10,1,0.9786191845238319,0.903035413153457,0.9393092448606133,90.18546186278428,0.8890692028853873,0.6263736263736264,10.00896406173706
Sepsis,GTM-10,2,0.969795633537319,0.967483506126296,0.9686381900788706,92.00129938112408,0.9162046792240358,0.6538461538461539,10.007646083831787
Sepsis,GTM-10,3,0.9767542611188746,0.9943181818181818,0.9854579667824975,92.41521791671002,0.8822102457345644,0.6000000000000001,10.007334232330322
Sepsis,GTM-10,4,0.9111331070706397,0.9943181818181818,0.9509098654997835,90.15438271042225,0.8495946557522606,0.6756756756756757,10.004098176956177
2020-ptc,GTM-10,0,0.9874533173498087,1.0,0.99368705541878,92.63908922515466,0.9137875235579639,0.5766423357664234,10.002876996994019
2020-ptc,GTM-10,1,0.9781497080393398,1.0,0.9889541767886125,91.45137859475459,0.9305575764924507,0.654320987654321,10.006492137908936
2020-ptc,GTM-10,2,0.9326774690656849,0.9267965506228042,0.9297277101171805,88.95681669276757,0.8672577674963848,0.6666666666666666,10.00697112083435
2020-ptc,GTM-10,3,0.9689635145703213,1.0,0.9842371454828853,91.86744230768656,0.9210246199185227,0.632,10.004104137420654
2020-ptc,GTM-10,4,0.9755956810503792,1.0,0.9876471085740349,91.28118800070183,0.9330956306632454,0.6687116564417177,10.00767207145691
2012,GTM-10,0,0.9500854713109814,0.3452077850063652,0.5064133539156451,71.61223873562759,0.9770839365767553,0.675,10.089565992355347
2012,GTM-10,1,0.9535237930288796,0.3882606127733502,0.5518259573959147,74.47816996401508,0.9761845207351831,0.6716417910447761,10.004928827285767
2012,GTM-10,2,0.9529918076105457,0.440733565801369,0.602723442595391,74.92708075050382,0.9762024053516486,0.6571428571428571,10.101861953735352
2012,GTM-10,3,0.9377829490453364,0.5732361194628182,0.7115344469344071,78.4152236933136,0.9386750981336472,0.6453900709219859,10.019303321838379
2012,GTM-10,4,0.9480000432973765,0.3401110765688935,0.5006172376599034,71.72611108603772,0.9805183578674364,0.673202614379085,10.120169878005981
RTF,GTM-10,0,0.9355718596100133,0.999958084066019,0.9666940543062973,94.46361738761196,0.9891301352557911,0.8823529411764706,3.6429598331451416
RTF,GTM-10,1,0.9036296990176098,0.9222938988141345,0.9128664081901982,88.97614790651161,0.988625908659261,0.7777777777777779,4.741821050643921
RTF,GTM-10,2,0.952202042758985,0.9998570597523477,0.9754478576374465,93.12893358260459,0.9916501792174071,0.6923076923076922,9.538742065429688
RTF,GTM-10,3,0.9058899745329014,0.9222938988141345,0.9140183421254674,89.61432922620986,0.9882722841760024,0.7959183673469388,9.69615912437439
RTF,GTM-10,4,0.9036296990176098,0.9222938988141345,0.9128664081901982,88.97614790651161,0.9886258865358291,0.7777777777777779,4.903486013412476
2017,GTM-10,0,0.9830206768078046,0.49907121828122814,0.6620336139691758,75.3416210623868,0.9625868012854855,0.6842105263157894,10.00684905052185
2017,GTM-10,1,0.9336575988966518,0.7563781307194359,0.8357198336225328,81.25799228546035,0.9294789056095999,0.6969696969696969,10.013678073883057
2017,GTM-10,2,0.9514164806667067,0.3417835686660178,0.5029052082355217,77.38565470579954,0.9804312830467632,0.6647398843930635,10.031836748123169
2017,GTM-10,3,0.9674524207057482,0.38625966130471134,0.5520935349786411,75.81873783479497,0.9585409809878083,0.6685714285714286,10.014128923416138
2017,GTM-10,4,0.958007701953427,0.6241299193024057,0.7558397723159775,78.14686874515473,0.9442605453092103,0.6818181818181818,10.030364036560059
2020-rfp,GTM-10,0,0.9808926127823766,1.0,0.990354152923623,93.12710486592295,0.8791858947151272,0.6082474226804123,10.004127979278564
2020-rfp,GTM-10,1,0.9855127311074448,1.0,0.992703512465279,93.57563655537223,0.8763129147836077,0.6000000000000001,10.004148006439209
2020-rfp,GTM-10,2,0.9799084900264742,1.0,0.9898523037429589,92.87019085646389,0.8988910022574429,0.6074766355140188,10.00180196762085
2020-rfp,GTM-10,3,0.9873093610919722,1.0,0.9936141603534466,93.56031341542335,0.8935351181939607,0.6494845360824743,10.003254890441895
2020-rfp,GTM-10,4,0.9805520756343048,1.0,0.9901805538945666,93.32760378171524,0.8746694381247254,0.6000000000000001,10.002535104751587
2020-dd,GTM-10,0,0.9245359712503514,0.9992386752950133,0.9604369210642933,90.40395882136797,0.8979949327114436,0.6799999999999999,10.00196886062622
2020-dd,GTM-10,1,0.9834721945385688,0.9971515381693885,0.9902646275879576,93.12661741047162,0.9102465644636043,0.6538461538461539,10.001378059387207
2020-dd,GTM-10,2,0.9664416615864562,0.9714130138851076,0.9689209610079524,91.51690389085019,0.8912755481332626,0.6936936936936937,8.681313037872314
2020-dd,GTM-10,3,0.9712174240570538,0.9985737377579158,0.984705619678648,93.00697222447906,0.8717786589053694,0.6888888888888889,10.0013587474823
2020-dd,GTM-10,4,0.9675986030601473,0.9512041321624304,0.95933132949036,90.87773455945876,0.9132192379276687,0.6842105263157894,10.001876831054688
2020-id,GTM-10,0,0.9583611371177797,0.33369290627132087,0.49502312188657094,69.8548737609517,0.9079951675846976,0.6310679611650485,10.025593757629395
2020-id,GTM-10,1,0.9604161820159391,0.37519839793666143,0.5395967043989796,71.29277925265315,0.8956427583067741,0.625,10.030279159545898
2020-id,GTM-10,2,0.9280195424567556,0.4952576120518962,0.64584573858813,75.37029160813343,0.8870733007397755,0.627906976744186,10.025580167770386
2020-id,GTM-10,3,0.9770620777511245,0.324114542023357,0.4867594806823105,71.0235240724096,0.9232900394888229,0.6113744075829385,10.025322914123535
2020-id,GTM-10,4,0.9674640068800715,0.4056834916368173,0.5716562521767954,72.12791132971047,0.8951872182696565,0.6153846153846154,10.040575981140137
2013-i,GTM-10,0,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,10.017586946487427
2013-i,GTM-10,1,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,10.016844987869263
2013-i,GTM-10,2,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,10.002474069595337
2013-i,GTM-10,3,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,10.002662897109985
2013-i,GTM-10,4,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,10.011173725128174
2020-pl,GTM-10,0,0.9717575332622259,0.2016238678844876,0.33395707876525405,64.36818291856856,0.9151911942098468,0.6021798365122616,10.36344861984253
2020-pl,GTM-10,1,0.9671922470621855,0.21702881994513024,0.35450913328277794,66.28617392431593,0.9173379447988264,0.5974842767295598,10.055088996887207
2020-pl,GTM-10,2,0.9699175614939104,0.21977657883149904,0.35835288447401453,65.48595055326192,0.9113047736158865,0.6022727272727273,10.259786128997803
2020-pl,GTM-10,3,0.9717751091440897,0.20018024284111702,0.33197540675230836,64.36788504902212,0.9151770968033189,0.6021798365122616,10.214656114578247
2020-pl,GTM-10,4,0.969768706863134,0.1873607611991065,0.3140471453193978,65.41228094322855,0.9141128109023561,0.5976331360946745,10.121830940246582
2013-op,GTM-10,0,0.9674267100977199,0.9776011560693642,0.9724873218064929,94.74941037944745,0.80299590235099,0.7560975609756097,1.9065301418304443
2013-op,GTM-10,1,0.9674267100977199,0.9776011560693642,0.9724873218064929,94.74941037944745,0.80299590235099,0.7560975609756097,1.5843629837036133
2013-op,GTM-10,2,0.9505727286991997,0.9738483685220729,0.9620697905899656,95.39629964735255,0.9627232116896878,0.8181818181818181,1.1495590209960938
2013-op,GTM-10,3,0.97045191193511,0.9906191369606003,0.9804318267859429,96.27905444135592,0.9662069450026715,0.8181818181818181,1.3706951141357422
2013-op,GTM-10,4,0.9683324657296546,0.9600074060359193,0.9641519653424483,95.69082368483697,0.9658717931591136,0.7777777777777779,1.0625431537628174
2019,GTM-10,0,0.9684318267615979,0.36338152797169276,0.5284678002279392,66.54873103454176,0.9231571620525393,0.6028880866425993,10.00369381904602
