Dataset,Discovery Method,Model,Log Fitness,Precision,F1 Score,Objective Fitness,Generalization,Simplicity,Time (s)
2020-id,GTM-300,2,0.9900097256493883,0.9983846284645469,0.9941795399627418,92.80960089398157,0.9311679306225281,0.5757575757575757,300.01281094551086
2020-id,GTM-300,3,0.9817726442506066,0.9980797717671586,0.9898590508799749,92.24613327921415,0.9356798646307417,0.6115107913669064,281.71443915367126
2020-id,GTM-300,4,0.9812552451494111,0.9987242728355162,0.9899126958396568,92.30096103077133,0.9160454430037632,0.6176470588235294,160.02119088172913
2013-i,GTM-300,0,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,25.010316848754883
2013-i,GTM-300,1,0.9653610906922234,0.9784498175835181,0.9718613874102623,95.00066208666934,0.9565172888860632,0.7931034482758622,28.724159002304077
2013-i,GTM-300,2,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,27.49306893348694
2013-i,GTM-300,3,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,28.00703716278076
2013-i,GTM-300,4,0.9652320992294682,0.978502316098224,0.9718219086110651,95.00462458697953,0.9565356805434441,0.7931034482758622,27.945065021514893
2020-pl,GTM-300,0,0.9669803988905703,0.9983043662568886,0.9823927518461711,89.58693158763296,0.8650970736163826,0.5372549019607843,300.08658480644226
2020-pl,GTM-300,1,0.9725080738519278,0.9983043662568886,0.9852373940696774,89.75142711058193,0.871928576552373,0.5776892430278884,300.07155895233154
2020-pl,GTM-300,2,0.9663077394438307,0.9983043662568886,0.9820454965490818,89.11222114011022,0.8650413378882542,0.5547703180212015,300.05646896362305
2020-pl,GTM-300,3,0.9731882507911485,0.9983043662568886,0.9855863233304059,90.18052279968154,0.8860328453269704,0.5319148936170213,300.02472615242004
2020-pl,GTM-300,4,0.9541452406621039,0.9980477329298648,0.9756028294441258,88.77044157851196,0.8126262548105694,0.5708502024291499,300.05967593193054
2013-op,GTM-300,0,0.9674267100977199,0.9776011560693642,0.9724873218064929,94.74941037944745,0.80299590235099,0.7560975609756097,1.8165271282196045
2013-op,GTM-300,1,0.952549255527147,0.9947945205479453,0.9732136581043922,95.61198072603969,0.9613260411345316,0.8,1.0368940830230713
2013-op,GTM-300,2,0.9674267100977199,0.9776011560693642,0.9724873218064929,94.74941037944745,0.80299590235099,0.7560975609756097,1.8341948986053467
2013-op,GTM-300,3,0.97045191193511,0.9906191369606003,0.9804318267859429,96.27905444135592,0.9662069450026715,0.8181818181818181,1.5225112438201904
2013-op,GTM-300,4,0.9674267100977199,0.9776011560693642,0.9724873218064929,94.74941037944745,0.80299590235099,0.7560975609756097,1.7349498271942139
2019,GTM-300,0,0.968005190737528,0.9997878908651215,0.9836398725477252,90.63957004562474,0.9447296685161137,0.5744680851063829,300.03016996383667
2019,GTM-300,1,0.9852818117343389,0.9995619451614739,0.992370508608344,92.15094894156115,0.9365021624808846,0.5499999999999999,300.0377929210663
2019,GTM-300,2,0.9863978609018335,0.9984008152123383,0.9923630444737834,92.0565328860772,0.9386203782346917,0.5384615384615384,271.738162279129
2019,GTM-300,3,0.9894043020494113,0.9984008152123383,0.9938822001841671,92.20685494345611,0.9394047517767539,0.5384615384615384,261.58119106292725
2019,GTM-300,4,0.9629619677697665,0.9994521252625669,0.9808677879471988,90.57685988647833,0.9293577749106077,0.6045197740112995,285.7880070209503
2013-cp,GTM-300,0,0.9390643623361143,0.9631001778304683,0.9509304113943401,95.75166246725539,0.9466170672052128,0.8181818181818181,3.4216232299804688
2013-cp,GTM-300,1,0.9275978376380354,0.9959893048128342,0.9605777716707647,94.33558033798842,0.9377904875181914,0.8666666666666667,3.3441736698150635
2013-cp,GTM-300,2,0.9075352569776362,0.9973226238286479,0.950312832076303,93.37290841514796,0.9362366579361646,0.8666666666666667,2.4349019527435303
2013-cp,GTM-300,3,0.9141887081758939,0.9959893048128342,0.9533375106744301,93.56049859811057,0.9302047575819024,0.8461538461538463,2.0183629989624023
2013-cp,GTM-300,4,0.9141887081758939,0.9959893048128342,0.9533375106744301,93.56049859811057,0.9302047575819024,0.8461538461538463,2.427324056625366
