Dataset,Discovery Method,Model,Log Fitness,Precision,F1 Score,Objective Fitness,Generalization,Simplicity,Time (s)
Sepsis,GTM-300,0,0.9843389581815323,0.9271636675235647,0.9548962227737113,93.36407882250224,0.9014164655263068,0.6875,57.84603404998779
Sepsis,GTM-300,1,0.9823820391808578,0.9943181818181818,0.9883140727889086,94.09150455644547,0.9462171187700107,0.7142857142857143,53.118690729141235
Sepsis,GTM-300,2,0.9847464342313788,0.9943181818181818,0.9895091611423787,94.06827561681862,0.9446787093556137,0.6901408450704225,55.97168803215027
Sepsis,GTM-300,3,0.9842866724154451,0.9943181818181818,0.9892769972841003,94.3573119111386,0.9451679008697214,0.7313432835820896,55.586941957473755
Sepsis,GTM-300,4,0.9847497943667608,0.9933774834437086,0.9890448238826515,94.51457179740687,0.9455150578938908,0.7575757575757577,67.72570490837097
2020-ptc,GTM-300,0,0.9885460268016484,1.0,0.9942400261075304,92.96063467341575,0.918283546869678,0.5333333333333333,34.85422992706299
2020-ptc,GTM-300,1,0.9904727681078046,1.0,0.9952135834034785,93.09030507205689,0.9197597295587282,0.5666666666666667,46.85063195228577
2020-ptc,GTM-300,2,0.9896251838543775,1.0,0.9947855424077795,93.06587457733426,0.9167624800428994,0.5384615384615384,48.31446599960327
2020-ptc,GTM-300,3,0.9855383618245159,1.0,0.9927165153524431,93.03247364678136,0.9106405211214563,0.5555555555555556,45.78706502914429
2020-ptc,GTM-300,4,0.9854798053813236,0.9993404781533388,0.9923617448793896,93.13991889938063,0.9192273819264065,0.6785714285714285,51.75279498100281
2012,GTM-300,0,0.93025194979654,0.998296379170057,0.9630737682320807,91.62382652726637,0.9794080705100664,0.7662337662337662,300.0679922103882
2012,GTM-300,1,0.9841875090357092,1.0,0.992030747652486,93.13170554887284,0.9583646313111338,0.5922330097087379,300.0037610530853
2012,GTM-300,2,0.9589565728475173,0.6575835670431289,0.7801774521419335,85.17008120557959,0.9491351794759101,0.6428571428571429,198.5629119873047
2012,GTM-300,3,0.9592242155898753,1.0,0.979187790715496,92.28695335375119,0.959584300382625,0.7425742574257426,300.05733704566956
2012,GTM-300,4,0.9644289295307387,0.8900097476934237,0.9257261065377737,88.66118335998573,0.980901372771338,0.6216216216216216,242.71929502487183
RTF,GTM-300,0,0.9381785905144059,1.0,0.9681033472415014,93.07347241948366,0.9897418127785255,0.7599999999999999,8.668106079101562
RTF,GTM-300,1,0.9298029021292133,0.9999973927643998,0.9636235214330757,93.45367470932096,0.9898756174848962,0.8181818181818181,3.670984983444214
RTF,GTM-300,2,0.9375243366841068,0.9999892857678568,0.9677498841471679,92.87589540724105,0.9914437747673238,0.7599999999999999,14.655273914337158
RTF,GTM-300,3,0.9513073167606829,0.9995052285998485,0.9748108698284692,94.00118470046408,0.9883458277750286,0.7959183673469388,9.569108963012695
RTF,GTM-300,4,0.9355718596100133,0.999958084066019,0.9666940543062973,94.46361738761196,0.9891301352557911,0.8823529411764706,5.8683180809021
2017,GTM-300,0,0.9882603365932542,0.7552402296233267,0.8561786305076537,86.30491759591354,0.9879175593353298,0.673469387755102,151.8623731136322
2017,GTM-300,1,0.9868630697189475,0.8033678656704921,0.885711516158864,87.38265726106253,0.9879120004261767,0.6538461538461539,106.66428399085999
2017,GTM-300,2,0.9898549348908718,0.9489662234403,0.9689794185304483,92.06076257396619,0.9884436616378943,0.6699029126213593,166.67576718330383
2017,GTM-300,3,0.9829316596506146,0.7552402296233267,0.8541727511755556,86.51309219681193,0.9869603926074129,0.7209302325581395,166.64277386665344
2017,GTM-300,4,0.988612414214197,0.9489662234403,0.968383704207967,92.57233468664612,0.9873443573324724,0.7272727272727273,203.43969106674194
2020-rfp,GTM-300,0,0.9859532324054703,1.0,0.9929269393834035,93.49250698109826,0.8933925007154051,0.6494845360824743,18.83768105506897
2020-rfp,GTM-300,1,0.983578827651182,1.0,0.9917214420118293,93.4789413825591,0.8760702646989108,0.6000000000000001,15.642936944961548
2020-rfp,GTM-300,2,0.9852006115198527,1.0,0.992545142090795,93.53980585689152,0.8809045997437399,0.6179775280898876,11.70372986793518
2020-rfp,GTM-300,3,0.9831520216355818,1.0,0.9915044443488891,93.70178712829072,0.8822936272996422,0.6744186046511628,36.16192007064819
2020-rfp,GTM-300,4,0.981726409625926,1.0,0.99077895400429,93.82467664567986,0.8606960592117179,0.6438356164383561,17.97950577735901
2020-dd,GTM-300,0,0.9842847634223889,0.9971515381693885,0.9906763745620888,93.49242067983747,0.8949363811432127,0.6363636363636362,16.421191930770874
2020-dd,GTM-300,1,0.9841593691256705,0.9971515381693885,0.9906128564822287,93.51299079184137,0.8891709555729916,0.6190476190476191,19.651653051376343
2020-dd,GTM-300,2,0.9789681959550526,0.999904770974193,0.9893257284589054,93.34311390258817,0.8259566743749021,0.6097560975609756,12.8332998752594
2020-dd,GTM-300,3,0.9702147814839779,0.9992864689819834,0.9845360625324538,92.55142555376383,0.9084957211963461,0.6761904761904762,28.131053686141968
2020-dd,GTM-300,4,0.9787094062391491,0.9983838767943721,0.9884487491221655,93.57711007257875,0.889037803357872,0.6790123456790124,14.304413795471191
2020-id,GTM-300,0,0.9813949276924536,0.9995021469911008,0.9903657790311816,92.5048107943557,0.9315498206826912,0.625,298.76068782806396
2020-id,GTM-300,1,0.9766817874959882,0.9987610345361623,0.9875980226941192,91.69312294252984,0.9083717790729271,0.569620253164557,190.54589200019836
