random_creation_rate,mutation_rate,crossover_rate,elite_rate,population_size,percentage_of_log,generator,mutator,tournament_size,objective
0.020584494295802447,0.9699098521619943,0.8324426408004217,0.21233911067827616,34,0.09986820982818256,Sequential,Tournament,0.4223705789444759,170.58667757073096
0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,32,0.08643731496473929,Sequential,NonTournament,,179.63233134159265
0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,32,0.08643731496473929,Sequential,NonTournament,,171.76520096655014
0.020584494295802447,0.9699098521619943,0.8324426408004217,0.21233911067827616,34,0.09986820982818256,Sequential,Tournament,0.4223705789444759,171.8218017266264
0.3745401188473625,0.9507143064099162,0.7319939418114051,0.5986584841970366,32,0.08643731496473929,Sequential,NonTournament,,168.82407915739674
