Dataset,Discovery Method,Model,Log Fitness,Precision,F1 Score,Objective Fitness,Generalization,Simplicity,Time (s)
2012,GTM-30,4,0.9736158192380312,1.0,0.9866315518426708,92.349294194266,0.9819694903396148,0.6752136752136753,1800.1360778808594
2020-id,GTM-30,0,0.9453581475525228,0.4573022654256015,0.616420651091778,77.13834350579849,0.8822721414953836,0.5764705882352942,348.58968591690063
2020-id,GTM-30,1,0.9681919118209495,0.2037128719873936,0.3366026962550007,74.73154779060471,0.9337261166758082,0.6598639455782314,370.34106397628784
2020-id,GTM-30,2,0.9711610969082785,0.9963649581970192,0.98360159776568,91.19814267158888,0.9183237910621276,0.6097560975609756,696.0797498226166
2020-id,GTM-30,3,0.9706126427288064,0.9987610345361624,0.984485675193954,91.18072480742214,0.933885052301466,0.625,447.2377941608429
2020-id,GTM-30,4,0.9726313513462836,0.926434976111002,0.9489712810144838,88.91967660051378,0.8886808129906419,0.610062893081761,337.3514130115509
2020-dd,GTM-30,0,0.9798973822807068,0.997719931597948,0.9887283473511336,93.52021477510532,0.8993938768658465,0.7078651685393259,57.1437349319458
2020-dd,GTM-30,1,0.974554010092271,0.998478798250618,0.9863713494399668,93.6924020153218,0.8828371025082489,0.7534246575342466,54.73843717575073
2020-dd,GTM-30,2,0.9663283261295732,0.9995169198811624,0.9826424680039902,94.47908731556784,0.864683834993448,0.8360655737704916,68.4251320362091
2020-dd,GTM-30,3,0.9642595820369896,0.999904770974193,0.981758736287256,93.02188693695764,0.8962036472677433,0.7411764705882352,60.128904819488525
2020-dd,GTM-30,4,0.9768857121284574,0.921558615860419,0.9484159545269486,91.6808062150466,0.879536074294996,0.7297297297297298,40.712790966033936
2017,GTM-30,0,0.9332846152656682,0.6241299193024057,0.7480228785375803,77.49178059657297,0.9104692294911316,0.6804733727810651,1800.461128950119
2017,GTM-30,1,0.9303138591289404,0.7348185087832856,0.8210900896998079,80.79128738298654,0.9106148743018028,0.675,1802.1070449352264
2017,GTM-30,2,0.8682661907113067,0.7074499184540111,0.7796516672542866,76.5178167795092,0.8347340654750476,0.6923076923076922,2707.933283090591
2017,GTM-30,3,0.9443154783472788,0.9489662234403,0.9466351387406798,88.35587959703471,0.953420986984939,0.6932515337423314,1802.3482139110563
2017,GTM-30,4,0.9416722768605617,0.8033678656704921,0.867039363490264,83.56698096613275,0.980703821978787,0.6986301369863015,1800.0196480751038
