simplicity,refined_simplicity,ftr_fitness,ftr_precision,generation,objective_fitness
6.071428571428572,2.0999999999999996,48.65006507232111,6.351739921366118,0,63.1732335651158
6.071428571428572,2.0999999999999996,48.65006507232111,6.351739921366118,1,63.17322886097874
6.070381231671553,1.9999999999999996,48.57382694089336,6.658996413495412,2,63.30176702274265
6.070381231671553,1.9999999999999996,48.572720510536584,6.658996413495412,3,63.30320458606033
6.023738872403561,2.1999999999999997,47.39318280826003,8.461376052360718,4,64.0782977330243
6.023738872403561,2.1999999999999997,47.39193977405545,8.461376052360718,5,64.07705469881972
6.023738872403561,2.1999999999999997,47.39318280826003,8.461376052360718,6,64.07705469881972
6.023738872403561,2.1999999999999997,47.404385975001006,8.461376052360718,7,64.09157429783636
6.024096385542168,2.3,40.5752674759388,29.096385542168672,8,77.99574940364964
6.047197640117994,2.0999999999999996,40.80953033535628,29.096385542168672,9,78.05311351764294
6.047197640117994,2.0999999999999996,40.80953033535628,29.096385542168672,10,78.05568937271872
6.047197640117994,2.0999999999999996,40.80953033535628,29.096385542168672,11,78.05311351764294
6.11764705882353,1.8999999999999995,42.83025834395077,28.962406015037594,12,79.802883337173
6.11764705882353,1.8999999999999995,42.83025834395077,28.962406015037594,13,79.802883337173
6.11764705882353,1.8999999999999995,42.82283026331188,28.962406015037594,14,79.81031141781189
6.11764705882353,1.8999999999999995,42.82693392937481,28.962406015037594,15,79.802883337173
6.11764705882353,1.8999999999999995,42.82693392937481,28.962406015037594,16,79.802883337173
6.11764705882353,1.8999999999999995,42.82283026331188,28.962406015037594,17,79.81031141781189
6.096096096096097,2.0999999999999996,42.67406132873921,28.962406015037594,18,79.84035373777479
6.096096096096097,2.0999999999999996,42.67406132873921,28.962406015037594,19,79.84035373777479
6.11764705882353,1.8999999999999995,43.0660850020934,28.962406015037594,20,80.04302881872754
6.11764705882353,1.8999999999999995,43.062975744866414,28.962406015037594,21,80.03613149083816
6.115942028985507,1.8000000000000005,43.42512130091044,28.962406015037594,22,80.30629335563899
6.0919540229885065,1.8000000000000005,43.6739567939692,28.91891891891892,23,80.47914264573139
6.0919540229885065,1.8000000000000005,44.38670072885642,28.962406015037594,24,81.24531636605673
6.0919540229885065,1.8000000000000005,44.390956328030626,28.962406015037594,25,81.24531636605673
6.0919540229885065,1.8000000000000005,44.390956328030626,28.962406015037594,26,81.24319754911826
6.0919540229885065,1.8000000000000005,44.390956328030626,28.962406015037594,27,81.24531636605673
6.0932944606414,1.8999999999999995,44.48828654731003,28.962406015037594,28,81.44398702298903
