simplicity,generalization,perc_fit_traces,average_trace_fitness,log_fitness,percentage_of_fitting_traces,precision,f1_score,dataset,miner,time
0.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-ptc,Split Miner,0
