simplicity,refined_simplicity,ftr_fitness,ftr_precision,generation,objective_fitness
7.499999999999999,9.5,47.05014749262537,29.915038232795244,0,93.96518572542061
7.599999999999999,9.200000000000001,48.54132901134522,29.878048780487806,1,95.21937779183303
7.599999999999999,9.200000000000001,48.54132901134522,29.878048780487806,2,95.21937779183303
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,3,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,4,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,5,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,6,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,7,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,8,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,9,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,10,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,11,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,12,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,13,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,14,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,15,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,16,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,17,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,18,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,19,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,20,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,21,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,22,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,23,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,24,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,25,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,26,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,27,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,28,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,29,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,30,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,31,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,32,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,33,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,34,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,35,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,36,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,37,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,38,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,39,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,40,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,41,95.64930847703822
7.599999999999999,9.200000000000001,48.9385775862069,29.910730890831317,42,95.64930847703822
