random_creation_rate,elite_rate,population_size,tournament_size,tournament_rate,tournament_mutation_rate,dataset,log_filtering
0.8991016918283222,0.0703382774871219,52,0.2514843858953189,0.9683011119286026,0.8961373506899141,2013-cp,0.0575073215482811
0.0105442011552922,0.8891092415886873,37,0.1836733254579149,0.9825154864897768,0.9733079674578718,2012,0.0024857807729153
0.3905563559432317,0.9856047055966304,57,0.2504064787563428,0.9992400718711444,0.8321919296308427,Sepsis,0.0762046996526118
