Event Log,0.01,0.025,0.05,0.1,0.15,0.2
BPI_Challenge_2013_closed_problems,0.009,0.0078,0.0041,0.0,0.0002,0.0002
Sepsis,0.0431,0.0126,0.0011,0.0015,0.0005,0.0017
BPI_Challenge_2013_incidents,0.0002,0.0001,0.0,0.0,0.0,0.0
Road_Traffic_Fine_Management_Process,0.0002,0.0,0.0,0.0,0.0,0.0
BPI_Challenge_2013_open_problems,0.0293,0.0061,0.0028,0.0028,0.0,0.0028
BPI_Challenge_2012,-0.0266,-0.0265,-0.0176,-0.0241,0.0063,-0.0266
